Timestamp,draco4 last week   
1969-12-31T21:00:00-03:00,102.65111111
1969-12-31T21:00:00-03:00,105.27146953
1969-12-31T21:00:00-03:00,106.80444444
1969-12-31T21:00:00-03:00,110.27333333
1969-12-31T21:00:00-03:00,101.89666667
1969-12-31T21:00:00-03:00,119.07
1969-12-31T21:00:00-03:00,126.64555556
1969-12-31T21:00:00-03:00,98.466666667
1969-12-31T21:00:00-03:00,98.466666667
1969-12-31T21:00:00-03:00,98.466666667
1969-12-31T21:00:00-03:00,98.451111111
1969-12-31T21:00:00-03:00,98.933333333
1969-12-31T21:00:00-03:00,98.458888889
1969-12-31T21:00:00-03:00,100.44222222
1969-12-31T21:00:00-03:00,98.474444444
1969-12-31T21:00:00-03:00,98.458888889
1969-12-31T21:00:00-03:00,98.933333333
1969-12-31T21:00:00-03:00,98.474444444
1969-12-31T21:00:00-03:00,98.458888889
1969-12-31T21:00:00-03:00,98.583333333
1969-12-31T21:00:00-03:00,98.466666667
1969-12-31T21:00:00-03:00,98.365555556
1969-12-31T21:00:00-03:00,98.941111111
1969-12-31T21:00:00-03:00,98.482222222
1969-12-31T21:00:00-03:00,98.466666667
1969-12-31T21:00:00-03:00,98.466666667
1969-12-31T21:00:00-03:00,100.24777778
1969-12-31T21:00:00-03:00,98.42
1969-12-31T21:00:00-03:00,98.458888889
1969-12-31T21:00:00-03:00,98.35
1969-12-31T21:00:00-03:00,98.466666667
1969-12-31T21:00:00-03:00,98.458888889
1969-12-31T21:00:00-03:00,98.917777778
1969-12-31T21:00:00-03:00,98.357777778
1969-12-31T21:00:00-03:00,98.688333333
